supermarket,no_of_items,variation,total,paid,change,type,food,snack,beverage,consumables,high_end,asset,fixed_asset,date,mall,time,time_type,type_market,location,loc_category,day,day_type,24hr,day_1,month,year,hour,item_no_cat,total_cat,paid_cat,change_cat,datetime,cluster
tumaini,2,1,100.0,100,0.0,cash,no,no,yes,no,no,no,no,2017-08-22 00:00:00,no,16:50:00,evening,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017.0,16,A,1,1,1,2017-08-22 16:50:00,0
tumaini,2,2,150.0,150,0.0,mpesa,no,yes,yes,no,no,no,no,2017-08-22 00:00:00,no,17:07:00,evening,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017.0,17,A,1,1,1,2017-08-22 17:07:00,1
tumaini,1,1,88.0,1000,912.0,cash,yes,no,no,no,no,no,no,2017-08-22 00:00:00,no,16:51:00,evening,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017.0,16,A,1,1,1,2017-08-22 16:51:00,0
tumaini,3,2,200.0,500,300.0,cash,yes,yes,no,no,no,no,no,2017-08-22 00:00:00,no,15:48:00,afternoon,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017.0,15,B,1,1,1,2017-08-22 15:48:00,0
tumaini,3,1,887.0,1000,113.0,cash,yes,no,no,no,no,no,no,2017-08-22 00:00:00,no,17:15:00,evening,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017.0,17,B,1,1,1,2017-08-22 17:15:00,0
tumaini,9,4,497.0,497,0.0,mpesa,yes,yes,yes,yes,no,no,no,2017-08-22 00:00:00,no,17:20:00,evening,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017.0,17,B,1,1,1,2017-08-22 17:20:00,1
tumaini,2,1,90.0,100,10.0,cash,yes,no,no,no,no,no,no,2017-08-22 00:00:00,no,17:19:00,evening,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017.0,17,A,1,1,1,2017-08-22 17:19:00,0
tumaini,1,1,25.0,25,0.0,cash,no,yes,no,no,no,no,no,2017-08-22 00:00:00,no,16:37:00,evening,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017.0,16,A,1,1,1,2017-08-22 16:37:00,0
tumaini,3,2,250.0,250,0.0,mpesa,no,yes,no,yes,no,no,no,2017-08-22 00:00:00,no,16:58:00,evening,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017.0,16,B,1,1,1,2017-08-22 16:58:00,1
tumaini,2,2,137.0,500,363.0,cash,yes,no,no,yes,no,no,no,2017-08-22 00:00:00,no,15:04:00,evening,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017.0,15,A,1,1,1,2017-08-22 15:04:00,0
tumaini,2,1,173.0,500,327.0,cash,no,yes,no,no,no,no,no,2017-08-22 00:00:00,no,14:37:00,evening,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017.0,14,A,1,1,1,2017-08-22 14:37:00,0
tumaini,1,1,55.0,500,445.0,cash,no,no,yes,no,no,no,no,2017-08-22 00:00:00,no,14:32:00,evening,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017.0,14,A,1,1,1,2017-08-22 14:32:00,0
tumaini,2,1,129.0,1000,891.0,cash,yes,no,no,no,no,no,no,2017-08-22 00:00:00,no,13:44:00,afternoon,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017.0,13,A,1,1,1,2017-08-22 13:44:00,0
tumaini,1,1,282.0,500,218.0,cash,yes,no,no,no,no,no,no,2017-08-22 00:00:00,no,16:41:00,evening,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017.0,16,A,1,1,1,2017-08-22 16:41:00,0
tumaini,1,1,76.0,500,424.0,cash,yes,no,no,no,no,no,no,2017-08-22 00:00:00,no,14:34:00,afternoon,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017.0,14,A,1,1,1,2017-08-22 14:34:00,0
tumaini,3,2,225.0,1000,775.0,cash,yes,yes,no,no,no,no,no,2017-08-22 00:00:00,no,14:59:00,afternoon,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017.0,14,B,1,1,1,2017-08-22 14:59:00,0
tumaini,2,2,117.0,1007,890.0,cash,yes,no,yes,no,no,no,no,2017-08-22 00:00:00,no,15:01:00,afternoon,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017.0,15,A,1,1,1,2017-08-22 15:01:00,0
tumaini,1,1,470.0,500,30.0,cash,yes,no,no,no,no,no,no,2017-08-22 00:00:00,no,14:33:00,afternoon,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017.0,14,A,1,1,1,2017-08-22 14:33:00,0
tumaini,2,2,129.0,500,371.0,cash,yes,no,no,yes,no,no,no,2017-08-22 00:00:00,no,17:33:00,evening,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017.0,17,A,1,1,1,2017-08-22 17:33:00,0
tumaini,5,2,692.0,692,0.0,mpesa,yes,yes,no,no,no,no,no,2017-08-22 00:00:00,no,17:18:00,evening,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017.0,17,B,1,1,1,2017-08-22 17:18:00,1
tumaini,1,1,40.0,100,60.0,cash,no,no,yes,no,no,no,no,2017-08-22 00:00:00,no,17:14:00,evening,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017.0,17,A,1,1,1,2017-08-22 17:14:00,0
tumaini,4,1,275.0,275,0.0,mpesa,no,yes,no,no,no,no,no,2017-08-22 00:00:00,no,17:29:00,evening,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017.0,17,B,1,1,1,2017-08-22 17:29:00,1
tumaini,4,1,840.0,1000,160.0,cash,no,no,no,yes,no,no,no,2017-08-22 00:00:00,no,17:27:00,evening,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017.0,17,B,1,1,1,2017-08-22 17:27:00,0
tumaini,1,1,182.0,200,18.0,cash,yes,no,no,no,no,no,no,2017-08-22 00:00:00,no,17:15:00,evening,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017.0,17,A,1,1,1,2017-08-22 17:15:00,0
tumaini,1,1,50.0,200,150.0,cash,yes,no,no,no,no,no,no,2017-08-22 00:00:00,no,17:09:00,evening,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017.0,17,A,1,1,1,2017-08-22 17:09:00,0
tumaini,1,1,67.0,67,0.0,cash,yes,no,no,no,no,no,no,2017-08-22 00:00:00,no,17:48:00,evening,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017.0,17,A,1,1,1,2017-08-22 17:48:00,0
tumaini,1,1,50.0,50,0.0,cash,yes,no,no,no,no,no,no,2017-08-22 00:00:00,no,17:09:00,evening,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017.0,17,A,1,1,1,2017-08-22 17:09:00,0
tumaini,1,1,30.0,50,20.0,cash,no,no,no,no,no,yes,no,2017-08-22 00:00:00,no,17:08:00,evening,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017.0,17,A,1,1,1,2017-08-22 17:08:00,0
tumaini,2,2,164.0,164,0.0,cash,no,yes,yes,no,no,no,no,2017-08-22 00:00:00,no,17:00:00,evening,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017.0,17,A,1,1,1,2017-08-22 17:00:00,0
tumaini,1,1,1.0,1,0.0,cash,no,yes,no,no,no,no,no,2017-08-22 00:00:00,no,17:40:00,evening,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017.0,17,A,1,1,1,2017-08-22 17:40:00,0
tumaini,1,1,340.0,340,0.0,cash,yes,no,no,no,no,no,no,2017-08-22 00:00:00,no,17:50:00,evening,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017.0,17,A,1,1,1,2017-08-22 17:50:00,0
tumaini,1,1,450.0,450,0.0,mpesa,no,no,no,yes,no,no,no,2017-08-22 00:00:00,no,17:47:00,evening,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017.0,17,A,1,1,1,2017-08-22 17:47:00,1
tumaini,1,1,170.0,170,0.0,mpesa,yes,no,no,no,no,no,no,2017-08-22 00:00:00,no,15:30:00,afternoon,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017.0,15,A,1,1,1,2017-08-22 15:30:00,1
tumaini,2,2,115.0,1000,885.0,cash,no,yes,yes,no,no,no,no,2017-08-22 00:00:00,no,15:39:00,afternoon,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017.0,15,A,1,1,1,2017-08-22 15:39:00,0
tumaini,4,2,283.0,400,117.0,cash,yes,no,no,yes,no,no,no,2017-08-22 00:00:00,no,15:36:00,afternoon,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017.0,15,B,1,1,1,2017-08-22 15:36:00,0
tumaini,1,1,30.0,200,170.0,cash,no,yes,no,no,no,no,no,2017-08-22 00:00:00,no,15:38:00,afternoon,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017.0,15,A,1,1,1,2017-08-22 15:38:00,0
tumaini,2,1,220.0,250,30.0,cash,no,no,yes,no,no,no,no,2017-08-22 00:00:00,no,14:49:00,afternoon,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017.0,14,A,1,1,1,2017-08-22 14:49:00,0
tumaini,1,1,85.0,500,415.0,cash,no,no,no,yes,no,no,no,2017-08-22 00:00:00,no,14:49:00,afternoon,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017.0,14,A,1,1,1,2017-08-22 14:49:00,0
tumaini,1,1,76.0,500,424.0,cash,yes,no,no,no,no,no,no,2017-08-22 00:00:00,no,14:46:00,afternoon,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017.0,14,A,1,1,1,2017-08-22 14:46:00,0
tumaini,1,1,110.0,500,390.0,cash,no,no,yes,no,no,no,no,2017-08-22 00:00:00,no,14:47:00,afternoon,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017.0,14,A,1,1,1,2017-08-22 14:47:00,0
tumaini,6,3,557.0,1000,443.0,cash,yes,no,yes,yes,no,no,no,2017-08-22 00:00:00,no,14:51:00,afternoon,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017.0,14,B,1,1,1,2017-08-22 14:51:00,0
tumaini,1,1,180.0,200,20.0,cash,yes,no,no,no,no,no,no,2017-08-22 00:00:00,no,15:15:00,afternoon,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017.0,15,A,1,1,1,2017-08-22 15:15:00,0
tumaini,1,1,67.0,100,33.0,cash,yes,no,no,no,no,no,no,2017-08-22 00:00:00,no,12:43:00,afternoon,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017.0,12,A,1,1,1,2017-08-22 12:43:00,0
tumaini,12,3,1876.0,2000,124.0,cash,yes,yes,yes,no,no,no,no,2017-08-22 00:00:00,no,17:11:00,evening,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017.0,17,B,4,1,1,2017-08-22 17:11:00,0
cleanshelf,1,1,96.0,100,4.0,cash,yes,no,no,no,no,no,no,2017-08-22 00:00:00,no,17:03:00,evening,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017.0,17,A,1,1,1,2017-08-22 17:03:00,0
cleanshelf,3,2,547.0,1000,453.0,cash,yes,no,no,yes,no,no,no,2017-08-22 00:00:00,no,16:18:00,evening,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017.0,16,B,1,1,1,2017-08-22 16:18:00,0
cleanshelf,2,2,144.0,200,56.0,cash,yes,no,yes,no,no,no,no,2017-08-22 00:00:00,no,16:53:00,evening,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017.0,16,A,1,1,1,2017-08-22 16:53:00,0
cleanshelf,1,1,90.0,100,10.0,cash,yes,no,no,no,no,no,no,2017-08-22 00:00:00,no,16:57:00,evening,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017.0,16,A,1,1,1,2017-08-22 16:57:00,0
cleanshelf,1,1,65.0,1000,935.0,cash,no,no,yes,no,no,no,no,2017-08-22 00:00:00,no,15:15:00,afternoon,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017.0,15,A,1,1,1,2017-08-22 15:15:00,0
cleanshelf,1,1,100.0,100,0.0,cash,yes,no,no,no,no,no,no,2017-08-21 00:00:00,no,22:19:00,night,chain,ongata rongai,mid,Monday,weekday,no,21,8,2017.0,22,A,1,1,1,2017-08-21 22:19:00,0
cleanshelf,8,2,612.0,1000,388.0,cash,yes,no,yes,no,no,no,no,2017-08-22 00:00:00,no,16:44:00,evening,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017.0,16,B,1,1,1,2017-08-22 16:44:00,0
cleanshelf,2,1,143.0,200,57.0,cash,yes,no,no,no,no,no,no,2017-08-22 00:00:00,no,16:46:00,evening,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017.0,16,A,1,1,1,2017-08-22 16:46:00,0
cleanshelf,2,2,430.0,1000,570.0,cash,yes,no,no,yes,no,no,no,2017-08-22 00:00:00,no,16:53:00,evening,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017.0,16,A,1,1,1,2017-08-22 16:53:00,0
cleanshelf,1,1,170.0,200,30.0,cash,no,no,no,yes,no,no,no,2017-08-22 00:00:00,no,17:05:00,evening,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017.0,17,A,1,1,1,2017-08-22 17:05:00,0
cleanshelf,1,1,40.0,50,10.0,cash,no,yes,no,no,no,no,no,2017-08-22 00:00:00,no,16:36:00,evening,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017.0,16,A,1,1,1,2017-08-22 16:36:00,0
cleanshelf,1,1,100.0,200,100.0,cash,yes,no,no,no,no,no,no,2017-08-22 00:00:00,no,17:02:00,evening,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017.0,17,A,1,1,1,2017-08-22 17:02:00,0
cleanshelf,2,1,245.0,1000,755.0,cash,yes,no,no,no,no,no,no,2017-08-22 00:00:00,no,16:33:00,evening,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017.0,16,A,1,1,1,2017-08-22 16:33:00,0
cleanshelf,1,1,45.0,500,455.0,cash,yes,no,no,no,no,no,no,2017-08-22 00:00:00,no,16:58:00,evening,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017.0,16,A,1,1,1,2017-08-22 16:58:00,0
cleanshelf,5,3,283.0,500,217.0,cash,yes,no,yes,yes,no,no,no,2017-08-22 00:00:00,no,17:01:00,evening,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017.0,17,B,1,1,1,2017-08-22 17:01:00,0
cleanshelf,4,2,474.0,1000,526.0,cash,yes,no,yes,no,no,no,no,2017-08-22 00:00:00,no,17:10:00,evening,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017.0,17,B,1,1,1,2017-08-22 17:10:00,0
cleanshelf,1,1,60.0,1000,940.0,cash,no,no,yes,no,no,no,no,2017-08-22 00:00:00,no,17:10:00,evening,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017.0,17,A,1,1,1,2017-08-22 17:10:00,0
cleanshelf,2,2,265.0,265,0.0,redeemed points,yes,no,yes,no,no,no,no,2017-08-22 00:00:00,no,13:21:00,afternoon,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017.0,13,A,1,1,1,2017-08-22 13:21:00,0
cleanshelf,7,2,845.0,845,0.0,cash,yes,no,no,yes,no,no,no,2017-08-22 00:00:00,no,14:11:00,afternoon,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017.0,14,B,1,1,1,2017-08-22 14:11:00,0
cleanshelf,6,2,566.0,1000,434.0,cash,yes,no,yes,no,no,no,no,2017-08-22 00:00:00,no,15:38:00,afternoon,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017.0,15,B,1,1,1,2017-08-22 15:38:00,0
cleanshelf,1,1,51.0,51,0.0,cash,yes,no,no,no,no,no,no,2017-08-22 00:00:00,no,14:44:00,afternoon,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017.0,14,A,1,1,1,2017-08-22 14:44:00,0
cleanshelf,1,1,200.0,200,0.0,cash,yes,no,no,no,no,no,no,2017-08-22 00:00:00,no,16:59:00,evening,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017.0,16,A,1,1,1,2017-08-22 16:59:00,0
cleanshelf,5,2,635.0,1000,365.0,cash,yes,no,no,yes,no,no,no,2017-08-22 00:00:00,no,12:52:00,afternoon,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017.0,12,B,1,1,1,2017-08-22 12:52:00,0
cleanshelf,1,1,90.0,100,10.0,cash,yes,no,no,no,no,no,no,2017-08-22 00:00:00,no,16:46:00,evening,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017.0,16,A,1,1,1,2017-08-22 16:46:00,0
cleanshelf,1,1,205.0,220,15.0,cash,no,no,no,no,no,yes,no,2017-08-22 00:00:00,no,16:40:00,evening,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017.0,16,A,1,1,1,2017-08-22 16:40:00,0
cleanshelf,2,1,159.0,200,41.0,cash,yes,no,no,no,no,no,no,2017-08-22 00:00:00,no,16:57:00,evening,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017.0,16,A,1,1,1,2017-08-22 16:57:00,0
cleanshelf,1,1,90.0,100,10.0,cash,yes,no,no,no,no,no,no,2017-08-22 00:00:00,no,16:46:00,evening,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017.0,16,A,1,1,1,2017-08-22 16:46:00,0
cleanshelf,1,1,55.0,60,5.0,cash,no,no,yes,no,no,no,no,2017-08-22 00:00:00,no,16:32:00,evening,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017.0,16,A,1,1,1,2017-08-22 16:32:00,0
cleanshelf,2,1,140.0,200,60.0,cash,yes,no,no,no,no,no,no,2017-08-22 00:00:00,no,15:49:00,afternoon,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017.0,15,A,1,1,1,2017-08-22 15:49:00,0
cleanshelf,2,1,85.0,85,0.0,cash,no,no,yes,no,no,no,no,2017-08-22 00:00:00,no,15:03:00,afternoon,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017.0,15,A,1,1,1,2017-08-22 15:03:00,0
cleanshelf,2,2,150.0,200,50.0,cash,yes,no,yes,no,no,no,no,2017-08-22 00:00:00,no,12:38:00,afternoon,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017.0,12,A,1,1,1,2017-08-22 12:38:00,0
cleanshelf,1,1,65.0,65,0.0,cash,yes,no,no,no,no,no,no,2017-08-22 00:00:00,no,16:49:00,evening,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017.0,16,A,1,1,1,2017-08-22 16:49:00,0
cleanshelf,3,2,455.0,500,45.0,cash,yes,yes,no,no,no,no,no,2017-08-22 00:00:00,no,16:54:00,evening,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017.0,16,B,1,1,1,2017-08-22 16:54:00,0
cleanshelf,2,2,265.0,265,0.0,redeemed points,yes,no,yes,no,no,no,no,2017-08-22 00:00:00,no,13:21:00,afternoon,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017.0,13,A,1,1,1,2017-08-22 13:21:00,0
cleanshelf,1,1,52.0,60,8.0,cash,yes,no,no,no,no,no,no,2017-08-22 00:00:00,no,13:28:00,afternoon,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017.0,13,A,1,1,1,2017-08-22 13:28:00,0
cleanshelf,1,1,100.0,100,0.0,cash,yes,no,no,no,no,no,no,2017-08-22 00:00:00,no,15:05:00,afternoon,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017.0,15,A,1,1,1,2017-08-22 15:05:00,0
cleanshelf,6,2,515.0,515,0.0,card,no,no,yes,no,no,yes,no,2017-08-22 00:00:00,no,15:28:00,afternoon,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017.0,15,B,1,1,1,2017-08-22 15:28:00,1
cleanshelf,1,1,200.0,200,0.0,cash,yes,no,no,no,no,no,no,2017-08-22 00:00:00,no,15:15:00,afternoon,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017.0,15,A,1,1,1,2017-08-22 15:15:00,0
cleanshelf,1,1,80.0,100,20.0,cash,yes,no,no,no,no,no,no,2017-08-22 00:00:00,no,14:44:00,afternoon,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017.0,14,A,1,1,1,2017-08-22 14:44:00,0
cleanshelf,1,1,70.0,1000,930.0,cash,yes,no,no,no,no,no,no,2017-08-22 00:00:00,no,14:05:00,afternoon,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017.0,14,A,1,1,1,2017-08-22 14:05:00,0
cleanshelf,1,1,99.0,100,1.0,cash,yes,no,no,no,no,no,no,2017-08-22 00:00:00,no,16:02:00,evening,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017.0,16,A,1,1,1,2017-08-22 16:02:00,0
cleanshelf,1,1,80.0,100,20.0,cash,no,yes,no,no,no,no,no,2017-08-22 00:00:00,no,14:37:00,afternoon,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017.0,14,A,1,1,1,2017-08-22 14:37:00,0
cleanshelf,1,1,40.0,40,0.0,cash,no,yes,no,no,no,no,no,2017-08-22 00:00:00,no,14:14:00,afternoon,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017.0,14,A,1,1,1,2017-08-22 14:14:00,0
cleanshelf,1,1,50.0,50,0.0,cash,no,yes,no,no,no,no,no,2017-08-22 00:00:00,no,15:30:00,afternoon,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017.0,15,A,1,1,1,2017-08-22 15:30:00,0
cleanshelf,1,1,40.0,40,0.0,cash,no,yes,no,no,no,no,no,2017-08-22 00:00:00,no,14:47:00,afternoon,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017.0,14,A,1,1,1,2017-08-22 14:47:00,0
cleanshelf,1,1,70.0,70,0.0,cash,yes,no,no,no,no,no,no,2017-08-22 00:00:00,no,13:29:00,afternoon,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017.0,13,A,1,1,1,2017-08-22 13:29:00,0
cleanshelf,1,1,88.0,500,412.0,cash,yes,no,no,no,no,no,no,2017-08-22 00:00:00,no,16:24:00,evening,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017.0,16,A,1,1,1,2017-08-22 16:24:00,0
cleanshelf,9,1,1075.0,1100,25.0,cash,yes,no,no,no,no,no,no,2017-08-22 00:00:00,no,14:36:00,afternoon,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017.0,14,B,1,1,1,2017-08-22 14:36:00,0
cleanshelf,2,2,145.0,1000,855.0,cash,no,yes,yes,no,no,no,no,2017-08-22 00:00:00,no,12:20:00,afternoon,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017.0,12,A,1,1,1,2017-08-22 12:20:00,0
cleanshelf,2,2,145.0,1000,855.0,cash,no,yes,yes,no,no,no,no,2017-08-22 00:00:00,no,12:20:00,afternoon,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017.0,12,A,1,1,1,2017-08-22 12:20:00,0
cleanshelf,2,1,120.0,120,0.0,cash,yes,no,no,no,no,no,no,2017-08-22 00:00:00,no,13:01:00,afternoon,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017.0,13,A,1,1,1,2017-08-22 13:01:00,0
cleanshelf,1,1,25.0,55,30.0,cash,no,no,yes,no,no,no,no,2017-08-22 00:00:00,no,12:34:00,afternoon,chain,ongata rongai,mid,Tuesday,weekday,no,22,8,2017.0,12,A,1,1,1,2017-08-22 12:34:00,0
tumaini,1,1,147.0,200,53.0,cash,yes,no,no,no,no,no,no,2017-08-26 00:00:00,no,14:06:00,afternoon,chain,ongata rongai,mid,saturday,weekend,no,26,8,2017.0,14,A,1,1,1,2017-08-26 14:06:00,0
tumaini,2,1,122.0,150,28.0,cash,no,no,no,yes,no,no,no,2017-08-26 00:00:00,no,18:00:00,evening,chain,ongata rongai,mid,saturday,weekend,no,26,8,2017.0,18,A,1,1,1,2017-08-26 18:00:00,0
tumaini,1,1,200.0,200,0.0,cash,yes,no,no,no,no,no,no,2017-08-26 00:00:00,no,13:12:00,afternoon,chain,ongata rongai,mid,saturday,weekend,no,26,8,2017.0,13,A,1,1,1,2017-08-26 13:12:00,0
tumaini,4,2,347.0,1000,653.0,cash,yes,no,yes,no,no,no,no,2017-08-26 00:00:00,no,15:41:00,afternoon,chain,ongata rongai,mid,saturday,weekend,no,26,8,2017.0,15,B,1,1,1,2017-08-26 15:41:00,0
tumaini,2,1,100.0,200,100.0,cash,no,no,no,yes,no,no,no,2017-08-26 00:00:00,no,17:13:00,evening,chain,ongata rongai,mid,saturday,weekend,no,26,8,2017.0,17,A,1,1,1,2017-08-26 17:13:00,0
tumaini,1,1,79.0,500,421.0,cash,no,no,yes,no,no,no,no,2017-08-26 00:00:00,no,14:31:00,afternoon,chain,ongata rongai,mid,saturday,weekend,no,26,8,2017.0,14,A,1,1,1,2017-08-26 14:31:00,0
tumaini,2,1,273.0,273,0.0,mpesa,yes,no,no,no,no,no,no,2017-08-26 00:00:00,no,14:30:00,afternoon,chain,ongata rongai,mid,saturday,weekend,no,26,8,2017.0,14,A,1,1,1,2017-08-26 14:30:00,1
tumaini,2,1,335.0,400,65.0,cash,no,no,no,yes,no,no,no,2017-08-26 00:00:00,no,17:59:00,evening,chain,ongata rongai,mid,saturday,weekend,no,26,8,2017.0,17,A,1,1,1,2017-08-26 17:59:00,0
tumaini,1,1,230.0,300,70.0,cash,no,no,no,yes,no,no,no,2017-08-26 00:00:00,no,17:15:00,evening,chain,ongata rongai,mid,saturday,weekend,no,26,8,2017.0,17,A,1,1,1,2017-08-26 17:15:00,0
tumaini,4,2,454.0,500,46.0,cash,yes,no,no,yes,no,no,no,2017-08-26 00:00:00,no,16:26:00,evening,chain,ongata rongai,mid,saturday,weekend,no,26,8,2017.0,16,B,1,1,1,2017-08-26 16:26:00,0
tumaini,2,1,101.0,101,0.0,cash,yes,no,no,no,no,no,no,2017-08-26 00:00:00,no,14:31:00,afternoon,chain,ongata rongai,mid,saturday,weekend,no,26,8,2017.0,14,A,1,1,1,2017-08-26 14:31:00,0
tumaini,4,2,195.0,200,5.0,cash,no,yes,yes,no,no,no,no,2017-08-26 00:00:00,no,17:49:00,evening,chain,ongata rongai,mid,saturday,weekday,no,26,8,2017.0,17,B,1,1,1,2017-08-26 17:49:00,0
tumaini,4,2,403.0,500,97.0,cash,yes,no,no,yes,no,no,no,2017-08-26 00:00:00,no,16:28:00,evening,chain,ongata rongai,mid,saturday,weekend,no,26,8,2017.0,16,B,1,1,1,2017-08-26 16:28:00,0
tumaini,1,1,60.0,100,40.0,cash,yes,no,no,no,no,no,no,2017-08-26 00:00:00,no,16:44:00,evening,chain,ongata rongai,mid,saturday,weekend,no,26,8,2017.0,16,A,1,1,1,2017-08-26 16:44:00,0
tumaini,1,1,99.0,99,0.0,cash,no,no,yes,no,no,no,no,2017-08-26 00:00:00,no,14:11:00,afternoon,chain,ongata rongai,mid,saturday,weekend,no,26,8,2017.0,14,A,1,1,1,2017-08-26 14:11:00,0
tumaini,1,1,50.0,50,0.0,cash,no,no,yes,no,no,no,no,2017-08-26 00:00:00,no,11:12:00,morning,chain,ongata rongai,mid,saturday,weekend,no,26,8,2017.0,11,A,1,1,1,2017-08-26 11:12:00,0
tumaini,2,1,71.0,500,429.0,cash,yes,yes,no,no,no,no,no,2017-08-26 00:00:00,no,12:01:00,afternoon,chain,ongata rongai,mid,saturday,weekend,no,26,8,2017.0,12,A,1,1,1,2017-08-26 12:01:00,0
