cluster,no_of_items,variation,total,paid,change,hour,dayofweek,is_weekend,month,supermarket_freq,is_cash,is_card,is_mpesa
0,2.037708484408992,1.3379260333575054,198.56918056562728,364.7142857142857,173.14258883248732,14.405366207396664,2.40826686004351,0.18274111675126903,6.168963016678752,0.19847378911621236,0.9963741841914431,0.0,0.0
1,6.705882352941177,2.376470588235294,2148.4789411764705,2165.2235294117645,16.31764705882353,16.341176470588234,2.764705882352941,0.29411764705882354,6.964705882352941,0.11653809064609451,0.047058823529411764,0.3411764705882353,0.611764705882353
